State,District,Sub-District
Andhra Pradesh,Vizianagaram,Bobbili
Andhra Pradesh,Vizianagaram,Bondapalle
Andhra Pradesh,Vizianagaram,Cheepurupalle
Andhra Pradesh,Vizianagaram,Dathirajeru
Andhra Pradesh,Vizianagaram,Denkada
Andhra Pradesh,Vizianagaram,Gajapathinagaram
Andhra Pradesh,Vizianagaram,Gantyada
Andhra Pradesh,Vizianagaram,Garividi
Andhra Pradesh,Vizianagaram,Garugubilli
Andhra Pradesh,Vizianagaram,Gummalakshmipuram
Andhra Pradesh,Vizianagaram,Gurla
Andhra Pradesh,Vizianagaram,Jami
Andhra Pradesh,Vizianagaram,Jiyyammavalasa
Andhra Pradesh,Vizianagaram,Komarada
Andhra Pradesh,Vizianagaram,Kothavalasa
Andhra Pradesh,Vizianagaram,Kurupam
Andhra Pradesh,Vizianagaram,Lakkavarapukota
Andhra Pradesh,Vizianagaram,Makkuva
Andhra Pradesh,Vizianagaram,Mentada
Andhra Pradesh,Vizianagaram,Merakamudidam
Andhra Pradesh,Vizianagaram,Nellimarla
Andhra Pradesh,Vizianagaram,Pachipenta
Andhra Pradesh,Vizianagaram,Parvathipuram
Andhra Pradesh,Vizianagaram,Pusapatirega
Andhra Pradesh,Vizianagaram,Ramabhadrapuram
Andhra Pradesh,Vizianagaram,Salur
Andhra Pradesh,Vizianagaram,Seethanagaram
Andhra Pradesh,Vizianagaram,Srungavarapukota
Andhra Pradesh,Vizianagaram,Therlam
Andhra Pradesh,Vizianagaram,Vepada
Andhra Pradesh,Vizianagaram,Vizianagaram
Andhra Pradesh,West Godavari,Achanta
Andhra Pradesh,West Godavari,Akividu
Andhra Pradesh,West Godavari,Attili
Andhra Pradesh,West Godavari,Bhimadole
Andhra Pradesh,West Godavari,Bhimavaram
Andhra Pradesh,West Godavari,Burgumpahad
Andhra Pradesh,West Godavari,Buttayagudem
Andhra Pradesh,West Godavari,Chagallu
Andhra Pradesh,West Godavari,Chintalapudi
Andhra Pradesh,West godavari,Denduluru
Andhra Pradesh,West Godavari,Devarapalle
Andhra Pradesh,West Godavari,Dwarakatirumala
Andhra Pradesh,West Godavari,Elamanchili
Andhra Pradesh,West Godavari,Eluru
Andhra Pradesh,West Godavari,Ganapavaram
Andhra Pradesh,West Godavari,Gopalapuram
Andhra Pradesh,West Godavari,Iragavaram
Andhra Pradesh,West Godavari,Jangareddigudem
Andhra Pradesh,West Godavari,Jeelugu milli
Andhra Pradesh,West Godavari,Kalla
Andhra Pradesh,West Godavari,Kamavarapukota
Andhra Pradesh,West Godavari,Kovvur
Andhra Pradesh,West Godavari,Koyyalagudem
Andhra Pradesh,West Godavari,Kukunoor
Andhra Pradesh,West Godavari,Lingapalem
Andhra Pradesh,West Godavari,Mogaltur
Andhra Pradesh,West Godavari,Nallajerla
Andhra Pradesh,West Godavari,Narsapur
Andhra Pradesh,West godavari,Nidadavole
Andhra Pradesh,West godavari,Nidamarru
Andhra Pradesh,West Godavari,Palacoderu
Andhra Pradesh,West Godavari,Palacole
Andhra Pradesh,West Godavari,Pedapadu
Andhra Pradesh,West Godavari,Pedavegi
Andhra Pradesh,West Godavari,Pentapadu
Andhra Pradesh,West Godavari,Penugonda
Andhra Pradesh,West Godavari,Penumantra
Andhra Pradesh,West Godavari,Peravali
Andhra Pradesh,West Godavari,Poduru
Andhra Pradesh,West Godavari,Polavaram
Andhra Pradesh,West Godavari,T.Narasapuram
Andhra Pradesh,West godavari,Tadepalligudem
Andhra Pradesh,West Godavari,Tallapudi
Andhra Pradesh,West Godavari,Tanuku
Andhra Pradesh,West Godavari,Undi
Andhra Pradesh,West Godavari,Undrajavaram
Andhra Pradesh,West godavari,Unguturu
Andhra Pradesh,West Godavari,Veeravasaram
Andhra Pradesh,West Godavari,Velairpad
Arunachal Pradesh,Changlang,Bordumsa Circle
Arunachal Pradesh,Changlang,Changlang Circle
Arunachal Pradesh,Changlang,Diyun Circle
Arunachal Pradesh,Changlang,Jairampur Circle
Arunachal Pradesh,Changlang,Kharsang Circle
Arunachal Pradesh,Changlang,Khimiyong Circle
Arunachal Pradesh,Changlang,Manmao Circle
Arunachal Pradesh,Changlang,Miao Circle
Arunachal Pradesh,Changlang,Nampong Circle
Arunachal Pradesh,Changlang,Namtok Circle
Arunachal Pradesh,Changlang,Vijoynagar Circle
Arunachal Pradesh,Dibang Valley,Anelih Circle
Arunachal Pradesh,Dibang Valley,Anini Circle
Arunachal Pradesh,Dibang Valley,Dambuk Circle
Arunachal Pradesh,Dibang Valley,Desali Circle
Arunachal Pradesh,Dibang Valley,Etalin Circle
Arunachal Pradesh,Dibang Valley,Hunli Circle
Arunachal Pradesh,Dibang Valley,Koronli Circle
Arunachal Pradesh,Dibang Valley,Koronu Circle
Arunachal Pradesh,Dibang Valley,Mipi Circle
Arunachal Pradesh,Dibang Valley,Roing Circle
Arunachal Pradesh,East Kameng,Bameng Circle
Arunachal Pradesh,East Kameng,Chayangtajo Circle
Arunachal Pradesh,East Kameng,Khenewa Circle
Arunachal Pradesh,East Kameng,Lada Circle
Arunachal Pradesh,East Kameng,Pakke Kessang Circle
Arunachal Pradesh,East Kameng,Pipu Circle
Arunachal Pradesh,East Kameng,Richukrong Circle
Arunachal Pradesh,East Kameng,Sawa Circle
Arunachal Pradesh,East Kameng,Seijosa Circle
Arunachal Pradesh,East Kameng,Seppa Circle
Arunachal Pradesh,East Siang,Bilat Circle
Arunachal Pradesh,East Siang,Boleng Circle
Arunachal Pradesh,East Siang,Koyu Circle
Arunachal Pradesh,East Siang,Mebo Circle
Arunachal Pradesh,East Siang,Nari Circle
Arunachal Pradesh,East Siang,New Seren Circle
Arunachal Pradesh,East Siang,Pangin Circle
Arunachal Pradesh,East Siang,Pasighat Circle
Arunachal Pradesh,East Siang,Rebo-Perging Circle
Arunachal Pradesh,East Siang,Riga Circle
Arunachal Pradesh,East Siang,Ruksin Circle
Arunachal Pradesh,East Siang,Sille-Oyan Circle
Arunachal Pradesh,KURUNG KUMEY,CHAMBANG
Arunachal Pradesh,KURUNG KUMEY,KOLORIANG CIRCLE
Arunachal Pradesh,KURUNG KUMEY,NYAPIN CIRCLE
Arunachal Pradesh,KURUNG KUMEY,NYOBIA CIRCLE
Arunachal Pradesh,KURUNG KUMEY,SANGRAM CIRCLE
Arunachal Pradesh,Lohit,Chaglagam Circle
Arunachal Pradesh,Lohit,Chowkham Circle
Arunachal Pradesh,Lohit,Goiliang Circle
Arunachal Pradesh,Lohit,Hawai Circle
Arunachal Pradesh,Lohit,Hayuliang Circle
Arunachal Pradesh,Lohit,Kibithoo Circle
Arunachal Pradesh,Lohit,Mahadevpur Circle
Arunachal Pradesh,Lohit,Manchal Circle
Arunachal Pradesh,Lohit,Namsai Circle
Arunachal Pradesh,Lohit,Piyong Circle
Arunachal Pradesh,Lohit,Sunpura Circle
Arunachal Pradesh,Lohit,Tezu Circle
Arunachal Pradesh,Lohit,Wakro Circle
Arunachal Pradesh,Lohit,Walong Circle
Arunachal Pradesh,Lower Dibang Valley,roing
Arunachal Pradesh,Lower Subansiri,Chambang Circle
Arunachal Pradesh,Lower Subansiri,Damin Circle
Arunachal Pradesh,Lower Subansiri,Dollungmukh Circle
Arunachal Pradesh,Lower Subansiri,Kamporijo Circle
Arunachal Pradesh,Lower Subansiri,Koloriang Circle
Arunachal Pradesh,Lower Subansiri,Longding Koling Circle
Arunachal Pradesh,Lower Subansiri,Nyapin Circle
Arunachal Pradesh,Lower Subansiri,Palin Circle
Arunachal Pradesh,Lower Subansiri,Parsi-Parlo Circle
Arunachal Pradesh,Lower Subansiri,Pistana Circle
Arunachal Pradesh,Lower subansiri,Raga Circle
Arunachal Pradesh,Lower Subansiri,Sangram Circle
Arunachal Pradesh,Lower Subansiri,Sarli Circle
Arunachal Pradesh,Lower Subansiri,Tali Circle
Arunachal Pradesh,Lower Subansiri,Yachuli Circle
Arunachal Pradesh,Lower Subansiri,Yangte Circle
Arunachal Pradesh,Lower Subansiri,Ziro Circle
Arunachal Pradesh,Papum Pare ,Balijan Circle
Arunachal Pradesh,Papum Pare ,Doimukh Circle
Arunachal Pradesh,Papum Pare ,Itanagar Circle
Arunachal Pradesh,Papum Pare ,Kimin Circle
Arunachal Pradesh,Papum Pare ,Leporiang Circle
Arunachal Pradesh,Papum Pare ,Mengio Circle
Arunachal Pradesh,Papum Pare ,Naharlagun Circle
Arunachal Pradesh,Papum Pare ,Sagalee Circle
Arunachal Pradesh,Papum Pare ,Toru Circle
Arunachal Pradesh,Tawang,Dudunghar Circle
Arunachal Pradesh,Tawang,Jang Circle
Arunachal Pradesh,Tawang,Lumla Circle
Arunachal Pradesh,Tawang,Mukto Circle
Arunachal Pradesh,Tawang,Tawang Circle
Arunachal Pradesh,Tawang,Thingbu Circle
Arunachal Pradesh,Tawang,Zemithang Circle
Arunachal Pradesh,Tirap,Kanubari Circle
Arunachal Pradesh,Tirap,Khonsa Circle
Arunachal Pradesh,Tirap,Laju Circle
Arunachal Pradesh,Tirap,Longding Circle
Arunachal Pradesh,Tirap,Namsang Circle
Arunachal Pradesh,Tirap,Pangchao Circle
Arunachal Pradesh,Tirap,Pumao Circle
Arunachal Pradesh,Tirap,Wakka Circle
Arunachal Pradesh,Upper Siang ,Geku Circle
Arunachal Pradesh,Upper Siang ,Gelling Circle
Arunachal Pradesh,Upper Siang ,Jengging Circle
Arunachal Pradesh,Upper Siang ,Katan Circle
Arunachal Pradesh,Upper Siang ,Mariyang Circle
Arunachal Pradesh,Upper Siang ,Migging Circle
Arunachal Pradesh,Upper Siang ,Palling Circle
Arunachal Pradesh,Upper Siang ,Singa Circle
Arunachal Pradesh,Upper Siang ,Tuting Circle
Arunachal Pradesh,Upper Siang ,Yingwong Circle
Arunachal Pradesh,Upper Subansiri,Baririjo Circle
Arunachal Pradesh,Upper Subansiri,Daporijo Circle
Arunachal Pradesh,Upper Subansiri,Dumporijo Circle
Arunachal Pradesh,Upper Subansiri,Giba Circle
Arunachal Pradesh,Upper Subansiri,Limeking Circle
Arunachal Pradesh,Upper Subansiri,Nacho Circle
Arunachal Pradesh,Upper Subansiri,Payeng Circle
Arunachal Pradesh,Upper Subansiri,Puchi Geko Circle
Arunachal Pradesh,Upper Subansiri,Siyum Circle
Arunachal Pradesh,Upper Subansiri,Taksing Circle
Arunachal Pradesh,Upper Subansiri,Taliha Circle
Arunachal Pradesh,West Kameng,Balemu Circle
Arunachal Pradesh,West Kameng,Bhalukpong Circle
Arunachal Pradesh,West Kameng,Bomdila Circle
Arunachal Pradesh,West Kameng,Dirang Circle
Arunachal Pradesh,West Kameng,Jamiri Circle
Arunachal Pradesh,West Kameng,Kalaktang Circle
Arunachal Pradesh,West Kameng,Nafra Circle
Arunachal Pradesh,West Kameng,Rupa Circle
Arunachal Pradesh,West Kameng,Singchung Circle
Arunachal Pradesh,West Kameng,Thrizino Circle
Arunachal Pradesh,West Siang,Along Circle
Arunachal Pradesh,West Siang,Bagra Circle
Arunachal Pradesh,West Siang,Basar Circle
Arunachal Pradesh,West Siang,Darak Circle
Arunachal Pradesh,West Siang,Daring Circle
Arunachal Pradesh,West siang,Gensi circle
Arunachal Pradesh,West Siang,Jomlo Mobuk Circle
Arunachal Pradesh,West Siang,Kamba Circle
Arunachal Pradesh,West Siang,Kangku Circle
Arunachal Pradesh,West Siang,Kaying Circle
Arunachal Pradesh,West siang,Likabali Circle
Arunachal Pradesh,West Siang,Liromoba Circle
Arunachal Pradesh,West Siang,Mechuka Circle
Arunachal Pradesh,West Siang,Monigong Circle
Arunachal Pradesh,West Siang,Payum Circle
Arunachal Pradesh,West Siang,Pidi Circle
Arunachal Pradesh,West Siang,Rumgong Circle
Arunachal Pradesh,West Siang,Tato Circle
Arunachal Pradesh,West Siang,Tirbin Circle
Arunachal Pradesh,West Siang,Yomcha Circle
Assam,Barpeta,Baghbor
Assam,Barpeta,Bajali
Assam,Barpeta,Barnagar
Assam,Barpeta,Barpeta
Assam,Barpeta,Jalah
Assam,Barpeta,Kalgachia
Assam,Barpeta,Sarthebari
Assam,Barpeta,Sarupeta
Assam,Bongaigaon,Bijni
Assam,Bongaigaon,Boitamari
Assam,Bongaigaon,Bongaigaon
Assam,Bongaigaon,Sidli (PT-II)
Assam,Bongaigaon,Srijangram
Assam,Cachar,Katigora
Assam,Cachar,Lakhipur
Assam,Cachar,Silchar
Assam,Cachar,Sonai
Assam,Cachar,Sonai
Assam,Cachar,Udarbond
Assam,Chirang,bijini
Assam,Darrang,Dalgaon
Assam,Darrang,Dalgaon
Assam,Darrang,Harisinga
Assam,Darrang,Kalajgaon
Assam,Darrang,Khoirabari
Assam,Darrang,Majbat
Assam,Darrang,Mangaldoi
Assam,Darrang,Pathorighat
Assam,Darrang,Sipajhar
Assam,Darrang,Udalguri
Assam,Dhemaji,Dhakuakhana (PT-II)
Assam,Dhemaji,Dhemaji
Assam,Dhemaji,Jonai
Assam,Dhemaji,Sissibargaon
Assam,Dhemaji,Subansiri (PT-II)
Assam,Dhubri,Agamoni
Assam,Dhubri,BagribariI
Assam,Dhubri,Bilasipara
Assam,Dhubri,Chapar
Assam,Dhubri,Dhubri
Assam,Dhubri,Golokganj
Assam,Dhubri,Mankachar
Assam,Dhubri,South Salmara
Assam,Dibrugarh,Chabua
Assam,Dibrugarh,Dibrugarh East
Assam,Dibrugarh,Dibrugarh West
Assam,Dibrugarh,Moran
Assam,Dibrugarh,Naharkathiya
Assam,Dibrugarh,Tengakhat
Assam,Dibrugarh,Tingkhong
Assam,Dima Hasao,Haflong
Assam,Goalpara,Balijana
Assam,Goalpara,Dudhnai
Assam,Goalpara,Lakhipur
Assam,Goalpara,Matia
Assam,Goalpara,Rangjuli
Assam,Golaghat,Bokakhat
Assam,Golaghat,Dergaon
Assam,Golaghat,Golaghat
Assam,Golaghat,Khumtai
Assam,Golaghat,Sarupathar
Assam,Hailakandi,Algapur
Assam,Hailakandi,Hailakandi
Assam,Hailakandi,Katlichara
Assam,Hailakandi,Lala
Assam,Jorhat,Jorhat East
Assam,Jorhat,Jorhat West
Assam,Jorhat,Majuli
Assam,Jorhat,Teok
Assam,Jorhat,Titabar
Assam,Kamrup,Boko
Assam,Kamrup,Chamaria
Assam,Kamrup,Chandrapur
Assam,Kamrup,Chhaygaon
Assam,Kamrup,Dispur
Assam,Kamrup,Goreswar
Assam,Kamrup,Guwahati
Assam,Kamrup,Hajo
Assam,Kamrup,Kamalpur
Assam,Kamrup,Kamalpur
Assam,Kamrup,Nagarbera
Assam,Kamrup,North Guwahati
Assam,Kamrup,Palasbari
Assam,Kamrup,Rangia
Assam,Kamrup,Sonapur
Assam,Karbi Anglong,Diphu
Assam,Karbi Anglong,Diphu
Assam,Karbi Anglong,Donka
Assam,Karbi Anglong,Phuloni
Assam,Karbi Anglong,Phuloni
Assam,Karbi Anglong,Silonijan
Assam,Karimganj,Badarpur
Assam,Karimganj,Karimganj
Assam,Karimganj,Nilambazar
Assam,Karimganj,Patharkandi
Assam,Karimganj,Ramkrishna Nagar
Assam,Kokrajhar,Bhowraguri
Assam,Kokrajhar,Dotoma
Assam,Kokrajhar,Gossaigaon
Assam,Kokrajhar,Kokrajhar
Assam,Kokrajhar,Sidli (PT-I)
Assam,Lakhimpur,Bihpuraia
Assam,Lakhimpur,Dhakuakhana (PT-I)
Assam,Lakhimpur,Kadam
Assam,Lakhimpur,Naobaicha
Assam,Lakhimpur,Narayanpur
Assam,Lakhimpur,North Lakhimpur
Assam,Lakhimpur,Subansiri (PT-I)
Assam,Marigaon,Bhuragaon
Assam,Marigaon,Laharighat
Assam,Marigaon,Marigaon
Assam,Marigaon,Mayong
Assam,Marigaon,Mikirbheta
Assam,Nagaon,Dhing
Assam,Nagaon,Hojai
Assam,Nagaon,Kampur
Assam,Nagaon,Koliabor
Assam,Nagaon,Lanka
Assam,Nagaon,Nagaon
Assam,Nagaon,Raha
Assam,Nagaon,Rupahi
Assam,Nagaon,Rupahi
Assam,Nagaon,Samaguri
Assam,Nagaon,Samaguri
Assam,Nalbari,Barama
Assam,Nalbari,Barbhag
Assam,Nalbari,Barkhetri
Assam,Nalbari,Baska
Assam,Nalbari,Ghograpar
Assam,Nalbari,Nalbari
Assam,Nalbari,Pachim Nalbari
Assam,Nalbari,Tamulpur
Assam,Nalbari,Tihu
Assam,North Cachar Hills,Haflong
Assam,North Cachar Hills,Mahur
Assam,North Cachar Hills,Maibong
Assam,North Cachar Hills,Umrangso
Assam,Sibsagar,Amguri
Assam,Sibsagar,Amguri
Assam,Sibsagar,Dimow
Assam,Sibsagar,Mahmora
Assam,Sibsagar,Nazira
Assam,Sibsagar,Nazira
Assam,Sibsagar,Sibsagar
Assam,Sibsagar,Sonari
Assam,Sibsagar,Sonari
Assam,Sonitpur,Biswanath
Assam,Sonitpur,Chariduar
Assam,Sonitpur,Dhekiajuli
Assam,Sonitpur,Gohpur
Assam,Sonitpur,Helem
Assam,Sonitpur,Na-Duar
Assam,Sonitpur,Tezpur
Assam,Tinsukia,Doom Dooma
Assam,Tinsukia,Margherita
Assam,Tinsukia,Sadiya
Assam,Tinsukia,Tinsukia
Bihar,Araria,Araria
Bihar,Araria,Bhargama
Bihar,Araria,Forbesganj
Bihar,Araria,Jokihat
Bihar,Araria,Kursakatta
Bihar,Araria,Narpatganj
Bihar,Araria,Palasi
Bihar,Araria,Raniganj
Bihar,Araria,Sikti
Bihar,Aurangabad,Aurangabad
Bihar,Aurangabad,Barun
Bihar,Aurangabad,Daudnagar
Bihar,Aurangabad,Deo
Bihar,Aurangabad,Goh
Bihar,Aurangabad,Haspura
Bihar,Aurangabad,Kutumba
Bihar,Aurangabad,Madanpur
Bihar,Aurangabad,Nabinagar
Bihar,Aurangabad,Obra
Bihar,Aurangabad,Rafiganj
Bihar,Banka ,Amarpur
Bihar,Banka ,Banka
Bihar,Banka ,Barahat
Bihar,Banka ,Bausi
Bihar,Banka ,Belhar
Bihar,Banka ,Chanan
Bihar,Banka ,Dhuraiya
Bihar,Banka ,Katoria
Bihar,Banka ,Phulidumar
Bihar,Banka ,Rajaun
Bihar,Banka ,Shambhuganj
Bihar,Begusarai,Bachhwara
Bihar,Begusarai,Bakhri
Bihar,Begusarai,Balia
Bihar,Begusarai,Barauni
Bihar,Begusarai,Begusarai
Bihar,Begusarai,Bhagwanpur
Bihar,Begusarai,Birpur
Bihar,Begusarai,Cheria Bariarpur
Bihar,Begusarai,Chorahi
Bihar,Begusarai,Dandari
Bihar,Begusarai,Garhpura
Bihar,Begusarai,Khudabandpur
Bihar,Begusarai,Mansurchak
Bihar,Begusarai,Matihani
Bihar,Begusarai,Naokothi
Bihar,Begusarai,Sahebpur Kamal
Bihar,Begusarai,Shamho Akha Kurha
Bihar,Begusarai,Teghra
Bihar,Bhagalpur,Bihpur
Bihar,Bhagalpur,Colgong
Bihar,Bhagalpur,Gopalpur
Bihar,Bhagalpur,Goradih
Bihar,Bhagalpur,Ismailpur
Bihar,Bhagalpur,Jagdishpur
Bihar,Bhagalpur,Kharik
Bihar,Bhagalpur,Narayanpur
Bihar,Bhagalpur,Nathnagar
Bihar,Bhagalpur,Naugachhia
Bihar,Bhagalpur,Pirpainti
Bihar,Bhagalpur,Rangra Chowk
Bihar,Bhagalpur,Sabour
Bihar,Bhagalpur,Shahkund
Bihar,Bhagalpur,Sonhaula
Bihar,Bhagalpur,Sultanganj
Bihar,Bhojpur,Agiaon
Bihar,Bhojpur,Arrah
Bihar,Bhojpur,Barhara
Bihar,Bhojpur,Behea
Bihar,Bhojpur,Charpokhri
Bihar,Bhojpur,Garhani
Bihar,Bhojpur,Jagdishpur
Bihar,Bhojpur,Koilwar
Bihar,Bhojpur,Piro
Bihar,Bhojpur,Sahar
Bihar,Bhojpur,Sandesh
Bihar,Bhojpur,Shahpur
Bihar,Bhojpur,Tarari
Bihar,Bhojpur,Udwant Nagar
Bihar,Buxar ,Barhampur
Bihar,Buxar ,Buxar
Bihar,Buxar ,Chakki
Bihar,Buxar ,Chaugain
Bihar,Buxar ,Chausa
Bihar,Buxar ,Dumraon
Bihar,Buxar ,Itarhi
Bihar,Buxar ,Kesath
Bihar,Buxar ,Nawanagar
Bihar,Buxar ,Rajpur
Bihar,Buxar ,Simri
Bihar,Darbhanga,Alinagar
Bihar,Darbhanga,Bahadurpur
Bihar,Darbhanga,Baheri
Bihar,Darbhanga,Benipur
Bihar,Darbhanga,Biraul
Bihar,Darbhanga,Darbhanga
Bihar,Darbhanga,Ghanshyampur
Bihar,Darbhanga,Gora Bauram
Bihar,Darbhanga,Hanumannagar
Bihar,Darbhanga,Hayaghat
Bihar,Darbhanga,Jale
Bihar,Darbhanga,Keotiranway
Bihar,Darbhanga,Kiratpur
Bihar,Darbhanga,Kusheshwar asthan
Bihar,Darbhanga,Kusheshwar Asthan Purbi
Bihar,Darbhanga,Manigachhi
Bihar,Darbhanga,Singhwara
Bihar,Darbhanga,Tardih
Bihar,Gaya,Amas
Bihar,Gaya,Atri
Bihar,Gaya,Banke Bazar
Bihar,Gaya,Barachatti
Bihar,Gaya,Belaganj
Bihar,Gaya,Bodh Gaya
Bihar,Gaya,Dobhi
Bihar,Gaya,Dumaria
Bihar,Gaya,Fatehpur
Bihar,Gaya,Gaya
Bihar,Gaya,Guraru
Bihar,Gaya,Gurua
Bihar,Gaya,Imamganj
Bihar,Gaya,Khizirsarai
Bihar,Gaya,Konch
Bihar,Gaya,Manpur
Bihar,Gaya,Mohanpur
Bihar,Gaya,Muhra
Bihar,Gaya,Neem Chak Bathani
Bihar,Gaya,Paraiya
Bihar,Gaya,Sherghati
Bihar,Gaya,Tan Kuppa
Bihar,Gaya,Tikari
Bihar,Gaya,Wazirganj
Bihar,Gopalganj,Baikunthpur
Bihar,Gopalganj,Barauli
Bihar,Gopalganj,Bhorey
Bihar,Gopalganj,Bijaipur
Bihar,Gopalganj,Gopalganj
Bihar,Gopalganj,Hathua
Bihar,Gopalganj,Kataiya
Bihar,Gopalganj,Kuchaikote
Bihar,Gopalganj,Manjha
Bihar,Gopalganj,Pachdeori
Bihar,Gopalganj,phulwaria
Bihar,Gopalganj,Sidhwalia
Bihar,Gopalganj,Thawe
Bihar,Gopalganj,Uchkagaon
Bihar,Jamui ,Barhat
Bihar,Jamui ,Chakai
Bihar,Jamui ,Gidhaur
Bihar,Jamui ,Islamnagar Aliganj
Bihar,Jamui ,Jamui
Bihar,Jamui ,Jhajha
Bihar,Jamui ,Khaira
Bihar,Jamui ,Lakshmipur
Bihar,Jamui ,Sikandra
Bihar,Jamui ,Sono
Bihar,Jehanabad,Arwal
Bihar,Jehanabad,Ghoshi
Bihar,Jehanabad,Hulasganj
Bihar,Jehanabad,Jehanabad
Bihar,Jehanabad,Kako
Bihar,Jehanabad,Kaler
Bihar,Jehanabad,Karpi
Bihar,Jehanabad,Makhdumpur
Bihar,Jehanabad,Modanganj
Bihar,Jehanabad,Ratni Faridpur
Bihar,Jehanabad,Sonbhadra Banshi
Bihar,Jehanabad,Suryapur Kurtha
Bihar,Kaimur (Bhabua) ,Adhaura
Bihar,Kaimur (Bhabua) ,Bhabua
Bihar,Kaimur (Bhabua) ,Bhagwanpur
Bihar,Kaimur (Bhabua) ,Chainpur
Bihar,Kaimur (Bhabua) ,Chand
Bihar,Kaimur (Bhabua) ,Durgawati
Bihar,Kaimur (Bhabua) ,Kudra
Bihar,Kaimur (Bhabua) ,Mohania
Bihar,Kaimur (Bhabua) ,Noawan
Bihar,Kaimur (Bhabua) ,Ramgarh
Bihar,Kaimur (Bhabua) ,Rampur
Bihar,Katihar,Amdabad
Bihar,Katihar,Azamnagar
Bihar,Katihar,Balrampur
Bihar,Katihar,Barari
Bihar,Katihar,Barsoi
Bihar,Katihar,Dandkhora
Bihar,Katihar,Falka
Bihar,Katihar,Hasanganj
Bihar,Katihar,Kadwa
Bihar,Katihar,katihar
Bihar,Katihar,Korha
Bihar,Katihar,Kursela
Bihar,Katihar,Manihari
Bihar,Katihar,Mansahi
Bihar,Katihar,Pranpur
Bihar,Katihar,Sameli
Bihar,Khagaria,Alauli
Bihar,Khagaria,Beldaur
Bihar,Khagaria,Chautham
Bihar,Khagaria,Gogari
Bihar,Khagaria,Khagaria
Bihar,Khagaria,Mansi
Bihar,Khagaria,Parbatta
Bihar,Kishanganj,Bahadurganj
Bihar,Kishanganj,Dighalbank
Bihar,Kishanganj,Kishanganj
Bihar,Kishanganj,Kochadhamin
Bihar,Kishanganj,Pothia
Bihar,Kishanganj,Terhagachh
Bihar,Kishanganj,Thakurganj
Bihar,Lakhisarai ,Barahiya
Bihar,Lakhisarai ,Halsi
Bihar,Lakhisarai ,Lakhisarai
Bihar,Lakhisarai ,Pipariya
Bihar,Lakhisarai ,Ramgarh Chowk
Bihar,Lakhisarai ,Surajgarha
Bihar,Madhepura,Alamnagar
Bihar,Madhepura,Bihariganj
Bihar,Madhepura,Chausa
Bihar,Madhepura,Gamharia
Bihar,Madhepura,Ghailarh
Bihar,Madhepura,Gwalpara
Bihar,Madhepura,Kishanganj
Bihar,Madhepura,Kumarkhand
Bihar,Madhepura,Madhepura
Bihar,Madhepura,Murliganj
Bihar,Madhepura,Puraini
Bihar,Madhepura,Shankarpur
Bihar,Madhepura,Singheshwar
Bihar,Madhubani,Andhratharhi
Bihar,Madhubani,Babubarhi
Bihar,Madhubani,Basopatti
Bihar,Madhubani,Benipatti
Bihar,Madhubani,Bisfi
Bihar,Madhubani,Ghoghardiha
Bihar,Madhubani,Harlakhi
Bihar,Madhubani,Jainagar
Bihar,Madhubani,Jhanjharpur
Bihar,Madhubani,Kaluahi
Bihar,Madhubani,Khajauli
Bihar,Madhubani,Ladania
Bihar,Madhubani,Lakhnaur
Bihar,Madhubani,Laukaha
Bihar,Madhubani,Laukahi
Bihar,Madhubani,Madhepur
Bihar,Madhubani,Madhubani
Bihar,Madhubani,Madhwapur
Bihar,Madhubani,Pandaul
Bihar,Madhubani,Phulparas
Bihar,Madhubani,Rajnagar
Bihar,Munger,Asarganj
Bihar,Munger,Bariyarpur
Bihar,Munger,Dharhara
Bihar,Munger,Jamalpur
Bihar,Munger,Kharagpur
Bihar,Munger,Munger
Bihar,Munger,Sangrampur
Bihar,Munger,Tarapur
Bihar,Munger,Tetiha Bambor
Bihar,Muzaffarpur,Aurai
Bihar,Muzaffarpur,Bandra
Bihar,Muzaffarpur,Baruraj (Motipur)
Bihar,Muzaffarpur,Bochaha
Bihar,Muzaffarpur,Dholi (Moraul)
Bihar,Muzaffarpur,Gaighat
Bihar,Muzaffarpur,Kanti
Bihar,Muzaffarpur,Katra
Bihar,Muzaffarpur,Kurhani
Bihar,Muzaffarpur,Marwan
Bihar,Muzaffarpur,Minapur
Bihar,Muzaffarpur,Musahari
Bihar,Muzaffarpur,Paroo
Bihar,Muzaffarpur,Sahebganj
Bihar,Muzaffarpur,Sakra
Bihar,Muzaffarpur,Saraiya
Bihar,Nalanda,Asthawan
Bihar,Nalanda,Ben
Bihar,Nalanda,Bihar
Bihar,Nalanda,Bind
Bihar,Nalanda,Chandi
Bihar,Nalanda,Ekangarsarai
Bihar,Nalanda,Giriak
Bihar,Nalanda,Harnaut
Bihar,Nalanda,Hilsa
Bihar,Nalanda,Islampur
Bihar,Nalanda,Karai Parsurai
Bihar,Nalanda,Katrisarai
Bihar,Nalanda,Nagar Nausa
Bihar,Nalanda,Noorsarai
Bihar,Nalanda,Parbalpur
Bihar,Nalanda,Rahui
Bihar,Nalanda,Rajgir
Bihar,Nalanda,Sarmera
Bihar,Nalanda,Silao
Bihar,Nalanda,Tharthari
Bihar,Nawada,Akbarpur
Bihar,Nawada,Govindpur
Bihar,Nawada,Hisua
Bihar,Nawada,Kashi Chak
Bihar,Nawada,Kawakol
Bihar,Nawada,Meskaur
